,address,area,beds,full_bathrooms,half_bathrooms,price
2113,"118 E GALVIN Street, Phoenix, AZ 85086","1,530 sq.ft.",3 beds,2 ,,"$547,000"
2114,"15022 N 35TH Avenue, Phoenix, AZ 85053","1,820 sq.ft.",3 beds,2 ,,"$439,900"
2115,"374 N 20TH Drive, Phoenix, AZ 85009","1,224 sq.ft.",3 beds,1 ,,"$355,000"
2116,"11026 N 28th Drive 73, Phoenix, AZ 85029","1,036 sq.ft.",2 beds,2 ,,"$259,950"
2117,"3230 E PINCHOT Avenue 2, Phoenix, AZ 85018",733 sq.ft.,1 beds,1 ,,"$199,000"
2118,"4602 E MONTE Way, Phoenix, AZ 85044","1,735 sq.ft.",3 beds,2 ,,"$595,000"
2119,"3236 E CHANDLER Boulevard 2033, Phoenix, AZ 85048","1,575 sq.ft.",3 beds,2 ,,"$419,900"
2120,"2719 N 40TH Avenue, Phoenix, AZ 85009","1,416 sq.ft.",3 beds,2 ,,"$369,000"
2121,"5315 N 18TH Street 2, Phoenix, AZ 85016","1,212 sq.ft.",2 beds,2 ,,"$340,000"
2122,"16602 N. 1st Drive, #122 0122, Phoenix, AZ 85023","1,176 sq.ft.",3 beds,2 ,,"$127,000"
2123,"1945 E AURELIUS Avenue, Phoenix, AZ 85020","4,026 sq.ft.",4 beds,5 ,,"$2,175,000"
2124,"29 E BASELINE Road, Phoenix, AZ 85042","1,608 sq.ft.",,,,"$550,000"
2125,"2650 W Union Hills Dr 182, Phoenix, AZ 85027","1,440 sq.ft.",2 beds,2 ,,"$73,590"
2126,"2650 W Union Hills Dr 371, Phoenix, AZ 85027","1,152 sq.ft.",2 beds,2 ,,"$64,300"
2127,"5550 N 16TH Street 102, Phoenix, AZ 85016","1,063 sq.ft.",2 beds,2 ,,"$490,000"
2128,"8415 W VERNON Avenue, Phoenix, AZ 85037","1,522 sq.ft.",2 beds,3 ,,"$345,000"
2129,"3126 E HARWELL Road, Phoenix, AZ 85042","3,872 sq.ft.",5 beds,5 ,,"$1,350,000"
2130,"4528 E CORTEZ Street, Phoenix, AZ 85028","2,220 sq.ft.",3 beds,2 ,,"$1,180,000"
2131,"1139 E Dolores Road, Phoenix, AZ 85086","3,038 sq.ft.",4 beds,4 ,,"$1,040,000"
2132,"1441 E Hoover Avenue, Phoenix, AZ 85006","2,100 sq.ft.",3 beds,2 ,,"$975,000"
2133,"25833 N 23RD Avenue, Phoenix, AZ 85085","1,846 sq.ft.",3 beds,3 ,,"$579,990"
2134,"11042 N 28TH Drive 235, Phoenix, AZ 85029","1,281 sq.ft.",3 beds,2 ,,"$299,000"
2135,"10610 S 48TH Street 2096, Phoenix, AZ 85044",675 sq.ft.,1 beds,1 ,,"$217,000"
2136,"10410 N CAVE CREEK Road 2027, Phoenix, AZ 85020",685 sq.ft.,1 beds,1 ,,"$209,900"
2137,"3229 W Gelding Drive, Phoenix, AZ 85053","1,596 sq.ft.",3 beds,,,"$399,000"
2138,"28864 N 32ND Glen, Phoenix, AZ 85083","2,375 sq.ft.",4 beds,3 ,,"$808,800"
2139,"40208 N LYTHAM Way, Anthem, AZ 85086","3,304 sq.ft.",4 beds,4 ,,"$799,000"
2140,"5350 E DEER VALLEY Drive 4269, Phoenix, AZ 85054","1,246 sq.ft.",2 beds,2 ,,"$499,999"
2141,"2421 W turtle hill Drive, Anthem, AZ 85086","1,344 sq.ft.",2 beds,2 ,,"$455,000"
2142,"4235 E HANO Street, Phoenix, AZ 85044","1,381 sq.ft.",2 beds,2 ,,"$384,900"
2143,"3236 E CHANDLER Boulevard 2089, Phoenix, AZ 85048","1,071 sq.ft.",2 beds,1 ,,"$315,000"
2144,"3901 E Pinnacle Peak Road -- 259, Phoenix, AZ 85050","1,512 sq.ft.",2 beds,2 ,,"$142,500"
2145,"7423 W Wood St, Phoenix, AZ 85043",,4 beds,2 ,1 ,"$468,000"
2146,"36031 N 24TH Avenue, Phoenix, AZ 85086","3,858 sq.ft.",4 beds,4 ,,"$2,400,000"
2147,"22423 N 54TH Place, Phoenix, AZ 85054","3,534 sq.ft.",4 beds,3 ,,"$1,590,000"
2148,"14025 N 11TH Place, Phoenix, AZ 85022","2,329 sq.ft.",4 beds,3 ,,"$925,000"
2149,"2310 W BENT TREE Drive, Phoenix, AZ 85085","2,313 sq.ft.",3 beds,2 ,,"$598,000"
2150,"2644 E LIBBY Street, Phoenix, AZ 85032","1,431 sq.ft.",3 beds,2 ,,"$422,000"
2151,"1920 W OSBORN Road, Phoenix, AZ 85015","1,018 sq.ft.",2 beds,1 ,,"$384,900"
2152,"7843 W RIVERSIDE Avenue, Phoenix, AZ 85043","1,717 sq.ft.",4 beds,2 ,,"$369,900"
2153,"3302 E TAYLOR Street, Phoenix, AZ 85008","1,067 sq.ft.",3 beds,2 ,,"$339,000"
2154,"7739 W Cheery Lynn Road, Phoenix, AZ 85033",864 sq.ft.,2 beds,2 ,,"$309,900"
2155,"13809 S 32ND Place, Phoenix, AZ 85044","6,430 sq.ft.",5 beds,5 ,,"$1,574,900"
2156,"3021 N RANDOLPH Road, Phoenix, AZ 85014","1,620 sq.ft.",3 beds,2 ,,"$589,500"
2157,"4112 N 6TH Avenue, Phoenix, AZ 85013","1,215 sq.ft.",3 beds,2 ,,"$485,000"
2158,"1702 W TUCKEY Lane 213, Phoenix, AZ 85015",863 sq.ft.,2 beds,1 ,,"$192,000"
2159,"38803 N 23rd Avenue, Phoenix, AZ 85086","1,580 sq.ft.",2 beds,,,"$825,000"
2160,"314-26 N 16TH Street 34, Phoenix, AZ 85006",,,,,"$875,000"
2161,"12610 N 41ST Drive, Phoenix, AZ 85029","1,468 sq.ft.",3 beds,2 ,,"$479,000"
2162,"2650 W Union Hills Dr 801, Phoenix, AZ 85027","1,440 sq.ft.",2 beds,2 ,,"$65,900"
2163,"15449 N 19TH Way, Phoenix, AZ 85022","2,092 sq.ft.",3 beds,2 ,,"$685,000"
2164,"15402 N 28TH Street 205, Phoenix, AZ 85032",946 sq.ft.,2 beds,2 ,,"$249,000"
2165,"3028 E COOLIDGE Street, Phoenix, AZ 85016","1,392 sq.ft.",3 beds,2 ,,"$850,000"
2166,"1413 E WINDSOR Avenue, Phoenix, AZ 85006","1,747 sq.ft.",3 beds,2 ,,"$660,000"
2167,"3250 W GREENWAY Road 154, Phoenix, AZ 85053","1,788 sq.ft.",4 beds,3 ,,"$359,970"
2168,"2611 W EMILE ZOLA Avenue W, Phoenix, AZ 85029","1,433 sq.ft.",2 beds,2 ,,"$315,000"
2169,"Referral 2939 W. NIGHT OWL LN, Phoenix, AZ 85085",,4 beds,,,"$729,999"
2170,"38724 N DONOVAN Lane, Anthem, AZ 85086","3,484 sq.ft.",4 beds,3 ,,"$909,000"
2171,"1734 E SAMUEL Drive, Phoenix, AZ 85024","2,452 sq.ft.",4 beds,2 ,,"$670,000"
2172,"6706 S 27th Avenue Unit f, Phoenix, AZ 85041",,,,,"$4,500,000"
2173,"5751 N 25TH Place, Phoenix, AZ 85016","2,611 sq.ft.",3 beds,2 ,,"$1,694,000"
2174,"6334 W Chisum Trail, Phoenix, AZ 85083","4,185 sq.ft.",4 beds,4 ,,"$1,099,000"
2175,"3206 W Knudsen Drive, Phoenix, AZ 85027","2,704 sq.ft.",4 beds,2 ,,"$725,000"
2176,"2140 E CALDWELL Street, Phoenix, AZ 85042","3,136 sq.ft.",4 beds,4 ,,"$655,000"
2177,"3935 E ROUGH RIDER Road 1207, Phoenix, AZ 85050","2,063 sq.ft.",3 beds,3 ,,"$620,000"
2178,"2023 W RANCHO Drive, Phoenix, AZ 85015","2,716 sq.ft.",5 beds,4 ,,"$549,000"
2179,"610 E ROYAL PALM Square N, Phoenix, AZ 85020","1,578 sq.ft.",2 beds,2 ,,"$534,888"
2180,"811 E SELDON Lane, Phoenix, AZ 85020","2,295 sq.ft.",5 beds,3 ,,"$479,999"
2181,"11444 N 28TH Drive 2, Phoenix, AZ 85029","1,498 sq.ft.",2 beds,3 ,,"$257,000"
2182,"1929 E ADAMS Street 5, Phoenix, AZ 85034",,,,,"$250,000"
2183,"2701 E THOMAS Road E, Phoenix, AZ 85016",761 sq.ft.,,,,"$215,000"
2184,"1903 W OCOTILLO Road, Phoenix, AZ 85015","2,679 sq.ft.",1 beds,2 ,,"$397,600"
2185,"1725 E Camino Del Santo --, Phoenix, AZ 85022",,6 beds,,,"$1,100,000"
2186,"3551 W HIDDEN MOUNTAIN Lane, Anthem, AZ 85086","3,514 sq.ft.",4 beds,3 ,,"$1,050,000"
2187,"2114 W RED FOX Road, Phoenix, AZ 85085","3,649 sq.ft.",6 beds,5 ,,"$870,000"
2188,"2152 E CASITAS DEL RIO Drive, Phoenix, AZ 85024","1,554 sq.ft.",3 beds,2 ,,"$559,000"
2189,"2989 N 44TH Street 2033, Phoenix, AZ 85018","1,648 sq.ft.",3 beds,2 ,,"$499,000"
2190,"1148 W FILLMORE Street 27, Phoenix, AZ 85007",,,,,"$390,000"
2191,"4750 N CENTRAL Avenue A2, Phoenix, AZ 85012",980 sq.ft.,2 beds,1 ,,"$170,000"
2192,"3810 W LAPENNA Drive, Phoenix, AZ 85087","3,777 sq.ft.",6 beds,4 ,,"$685,000"
2193,"304 W ROOSEVELT Street 102, Phoenix, AZ 85003","1,402 sq.ft.",1 beds,2 ,,"$615,000"
2194,"109 E PALM Lane D, Phoenix, AZ 85004","1,700 sq.ft.",3 beds,2 ,,"$320,000"
2195,"2146 W Scully Dr, Phoenix, AZ 85023",,3 beds,2 ,1 ,"$439,900"
2196,"1737 W PECAN Road, Phoenix, AZ 85041","1,932 sq.ft.",5 beds,3 ,,"$400,000"
2197,"1321 N 31ST Street, Phoenix, AZ 85008","1,301 sq.ft.",4 beds,3 ,,"$414,900"
2198,"3023 W BOCA RATON Road, Phoenix, AZ 85053","1,146 sq.ft.",2 beds,1 ,,"$274,900"
2199,"4328 E CHEERY LYNN Road, Phoenix, AZ 85018","2,684 sq.ft.",3 beds,3 ,,"$995,000"
2200,"4920 W KASTLER Lane, New River, AZ 85087","2,128 sq.ft.",3 beds,2 ,,"$675,000"
2201,"3002 N 32ND Street 19, Phoenix, AZ 85018",928 sq.ft.,2 beds,1 ,,"$349,999"
2202,"3901 E PINNACLE PEAK Road 298, Phoenix, AZ 85050","1,456 sq.ft.",3 beds,2 ,,"$189,000"
2203,"6015 N 32nd Drive, Phoenix, AZ 85017","4,290 sq.ft.",10 beds,,,"$315,000"
2204,"3033 E Devonshire Avenue Unit 3027, Phoenix, AZ 85016",576 sq.ft.,1 beds,,,"$149,000"
2205,"3190 E SAN MIGUEL Avenue, Phoenix, AZ 85016","5,269 sq.ft.",3 beds,3 ,,"$3,995,000"
2206,"1 E LEXINGTON Avenue 908, Phoenix, AZ 85012","1,973 sq.ft.",3 beds,3 ,,"$949,000"
2207,"4038 N 49TH Street, Phoenix, AZ 85018","1,480 sq.ft.",3 beds,2 ,,"$819,900"
2208,"2228 E Sells Drive, Phoenix, AZ 85016","1,756 sq.ft.",3 beds,2 ,,"$749,900"
2209,"11239 N 11TH Place, Phoenix, AZ 85020","2,175 sq.ft.",3 beds,2 ,,"$675,000"
2210,"626 E MANZANITA Place, Phoenix, AZ 85020","1,937 sq.ft.",3 beds,3 ,,"$509,999"
2211,"5602 W Jones Avenue, Phoenix, AZ 85043","2,066 sq.ft.",4 beds,3 ,,"$430,000"
2212,"2109 E HARVARD Street, Phoenix, AZ 85006","1,504 sq.ft.",2 beds,1 ,,"$389,000"
2213,"19802 N 32ND Street 136, Phoenix, AZ 85050","1,560 sq.ft.",3 beds,2 ,,"$167,000"
2214,"4438 E CAMELBACK Road 154, Phoenix, AZ 85018","2,840 sq.ft.",3 beds,3 ,,"$1,200,000"
2215,"2302 N CENTRAL Avenue 613, Phoenix, AZ 85004","1,386 sq.ft.",2 beds,2 ,,"$481,000"
2216,"2425 W BRONCO BUTTE Trail 2040, Phoenix, AZ 85085","1,817 sq.ft.",3 beds,2 ,,"$469,000"
2217,"3006 N 37TH Street 4, Phoenix, AZ 85018","1,554 sq.ft.",3 beds,3 ,,"$425,000"
2218,"4 W THURMAN Drive, Phoenix, AZ 85041","1,405 sq.ft.",3 beds,2 ,,"$375,900"
2219,"634 E CLARENDON Avenue, Phoenix, AZ 85012","1,128 sq.ft.",3 beds,1 ,,"$298,900"
2220,"1522 W Hadley St, Phoenix, AZ 85007","1,540 sq.ft.",4 beds,2 ,,"$474,250"
2221,"2222 W Twain Drive, Anthem, AZ 85086","3,363 sq.ft.",5 beds,3 ,,"$925,000"
2222,"42109 N NEW RIVER Road, Phoenix, AZ 85086","1,840 sq.ft.",3 beds,2 ,,"$575,000"
2223,"16718 S 32ND Lane 69, Phoenix, AZ 85045",,,,,"$369,000"
2224,"3131 W COCHISE Drive 259, Phoenix, AZ 85051",744 sq.ft.,2 beds,1 ,,"$195,000"
2225,"9125 W Serrano St, Phoenix, AZ 85037",,3 beds,2 ,,"$365,000"
2226,"7599 N CENTRAL Avenue, Phoenix, AZ 85020","4,313 sq.ft.",4 beds,3 ,,"$1,690,000"
2227,"4526 N 94TH Lane, Phoenix, AZ 85037","1,939 sq.ft.",4 beds,2 ,,"$525,000"
2228,"1546 W POLK Street, Phoenix, AZ 85007",892 sq.ft.,2 beds,1 ,,"$317,500"
2229,"3653 N 24Th Avenue -, Phoenix, AZ 85015",,,,,"$125,000"
2230,"650 N 1st Avenue, Phoenix, AZ 85003","4,956 sq.ft.",,,,"$2,000,000"
2231,"2362 W SIERRA VISTA Drive, Phoenix, AZ 85015","1,828 sq.ft.",4 beds,2 ,,"$519,000"
2232,"9342 W HEATHERBRAE Drive, Phoenix, AZ 85037","2,546 sq.ft.",4 beds,3 ,,"$474,900"
2233,"3825 E CAMELBACK Road 135, Phoenix, AZ 85018","1,184 sq.ft.",2 beds,2 ,,"$319,900"
2234,"2645 W WOLF Street, Phoenix, AZ 85017","1,088 sq.ft.",2 beds,2 ,,"$256,000"
2235,"4243 E VISTA BONITA Drive, Phoenix, AZ 85050","2,236 sq.ft.",3 beds,3 ,,"$750,000"
2236,"1917 W Steinbeck Drive, Anthem, AZ 85086","1,976 sq.ft.",3 beds,3 ,,"$575,000"
2237,"3005 E Portland Street, Phoenix, AZ 85008","1,905 sq.ft.",3 beds,2 ,,"$389,000"
2238,"4311 E CAMPBELL Avenue, Phoenix, AZ 85018","3,319 sq.ft.",4 beds,4 ,,"$1,895,000"
2239,"8607 S 16TH Drive, Phoenix, AZ 85041","2,477 sq.ft.",4 beds,3 ,,"$809,900"
2240,"1683 W COTTONWOOD Lane, Phoenix, AZ 85045","1,977 sq.ft.",3 beds,3 ,,"$499,800"
2241,"4525 N 22nd Street Unit 307, Phoenix, AZ 85016","1,596 sq.ft.",3 beds,,,"$495,000"
2242,"6231 N 30TH Way, Phoenix, AZ 85016","1,185 sq.ft.",2 beds,2 ,,"$655,000"
2243,"3347 E WAHALLA Lane, Phoenix, AZ 85050","1,849 sq.ft.",3 beds,3 ,,"$595,000"
2244,"1022 N 10th Street, Phoenix, AZ 85006","1,149 sq.ft.",3 beds,1 ,,"$530,000"
2245,"2249 W Griswold Road, Phoenix, AZ 85021","1,497 sq.ft.",3 beds,3 ,,"$400,000"
2246,"3848 N 3RD Avenue 1044, Phoenix, AZ 85013",989 sq.ft.,2 beds,2 ,,"$275,000"
2247,"43 E Desert Hills Drive, Phoenix, AZ 85086","3,058 sq.ft.",4 beds,3 ,,"$1,125,000"
2248,"17641 N 6TH Place, Phoenix, AZ 85022","2,578 sq.ft.",5 beds,2 ,,"$720,000"
2249,"2825 N 42ND Street 11, Phoenix, AZ 85008","2,229 sq.ft.",3 beds,4 ,,"$654,888"
2250,"505 E OSBORN Road, Phoenix, AZ 85012","1,581 sq.ft.",,,,"$640,000"
2251,"15226 N 42nd Street, Phoenix, AZ 85032","1,302 sq.ft.",3 beds,2 ,,"$575,000"
2252,"1915 W MONTE VISTA Road 15, Phoenix, AZ 85009",,,,,"$149,900"
2253,"3701 E KAREN Drive, Phoenix, AZ 85032","1,032 sq.ft.",3 beds,1 ,,"$365,000"
2254,"42652 N 22ND Street 202-20-093M, New River, AZ 85087",,,,,"$299,900"
2255,"2228 E CAMPBELL Avenue 212, Phoenix, AZ 85016",956 sq.ft.,2 beds,2 ,,"$290,000"
2256,"11626 S APPALOOSA Drive, Phoenix, AZ 85044","3,649 sq.ft.",5 beds,3 ,,"$1,150,000"
2257,"535 W THOMAS Road 209, Phoenix, AZ 85013","1,141 sq.ft.",2 beds,2 ,,"$339,900"
2258,"3810 N MARYVALE Parkway 1078, Phoenix, AZ 85031",672 sq.ft.,1 beds,1 ,,"$135,000"
2259,"16225 N Cave Creek Rd 120, Phoenix, AZ 85032",768 sq.ft.,2 beds,1 ,,"$99,000"
2260,"7508 S 20TH Street, Phoenix, AZ 85042","2,634 sq.ft.",4 beds,3 ,,"$549,900"
2261,"18226 N 26TH Place N, Phoenix, AZ 85032","1,466 sq.ft.",3 beds,2 ,,"$435,000"
2262,"9618 N 9TH Avenue, Phoenix, AZ 85021","1,106 sq.ft.",3 beds,1 ,,"$335,000"
2263,"18001 N 16TH Way, Phoenix, AZ 85022",784 sq.ft.,2 beds,2 ,,"$52,000"
2264,"5409 E CAMELHILL Road, Phoenix, AZ 85018","5,385 sq.ft.",5 beds,5 ,,"$3,634,000"
2265,"5833 N 46TH Street, Phoenix, AZ 85018","4,174 sq.ft.",5 beds,4 ,,"$4,490,000"
2266,"2405 W FETLOCK Trail, Phoenix, AZ 85085","3,637 sq.ft.",4 beds,3 ,,"$865,000"
2267,"27 E Baseline Road 4, Phoenix, AZ 85042",,,,,"$700,000"
2268,"14616 N 37TH Avenue, Phoenix, AZ 85053","2,132 sq.ft.",4 beds,2 ,,"$455,000"
2269,"10919 W HEATHERBRAE Drive, Phoenix, AZ 85037","1,522 sq.ft.",4 beds,2 ,,"$389,500"
2270,"3515 N 45TH Avenue, Phoenix, AZ 85031","1,352 sq.ft.",4 beds,2 ,,"$384,900"
2271,"475 N 9TH Street 216, Phoenix, AZ 85006",613 sq.ft.,1 beds,1 ,,"$299,900"
2272,"813 W Welland Road, Phoenix, AZ 85041","1,792 sq.ft.",3 beds,2 ,,"$140,000"
2273,"108 E TUCKEY Lane, Phoenix, AZ 85012","2,750 sq.ft.",3 beds,2 ,,"$1,070,000"
2274,"613 E CREOSOTE Drive, Phoenix, AZ 85085","1,758 sq.ft.",3 beds,2 ,,"$695,900"
2275,"12654 N 17th Place, Phoenix, AZ 85022","3,410 sq.ft.",4 beds,,,"$1,295,000"
2276,"3115 N 16TH Street 1, Phoenix, AZ 85016",,,,,"$439,900"
2277,"2748 W MINNEZONA Avenue, Phoenix, AZ 85017","1,208 sq.ft.",3 beds,2 ,,"$355,000"
2278,"6727 W Polk St Avenue 264, Phoenix, AZ 85043","1,534 sq.ft.",2 beds,2 ,,"$69,000"
2279,"602 W Dobbins Road #15, Phoenix, AZ 85041",,,,,"$799,000"
2280,"602 W Dobbins Road, Phoenix, AZ 85041",,3 beds,,,"$799,000"
2281,"2949 W WESCOTT Drive, Phoenix, AZ 85027","2,353 sq.ft.",3 beds,2 ,,"$839,900"
2282,"3444 E LANCE Lane, Phoenix, AZ 85018","1,651 sq.ft.",3 beds,3 ,,"$475,000"
2283,"26711 N 21ST Drive, Phoenix, AZ 85085","2,927 sq.ft.",4 beds,3 ,,"$759,000"
2284,"4750 N CENTRAL Avenue M2, Phoenix, AZ 85012",702 sq.ft.,1 beds,1 ,,"$159,000"
2285,"2731 W DESERT RANCH Road, Phoenix, AZ 85086","3,068 sq.ft.",5 beds,4 ,,"$1,350,000"
2286,"1018 N 25TH Street, Phoenix, AZ 85008","2,287 sq.ft.",5 beds,3 ,,"$599,000"
2287,"1401 E OSBORN Road, Phoenix, AZ 85014","1,921 sq.ft.",3 beds,2 ,,"$575,000"
2288,"4139 W DESERT HILLS Drive, Phoenix, AZ 85029","1,768 sq.ft.",4 beds,2 ,,"$455,000"
2289,"2914 E GARY Way, Phoenix, AZ 85042","2,545 sq.ft.",4 beds,3 ,,"$825,000"
2290,"917 S MONTEZUMA Avenue, Phoenix, AZ 85003","2,880 sq.ft.",5 beds,4 ,,"$675,000"
2291,"3418 W CHOLLA Street, Phoenix, AZ 85029","1,696 sq.ft.",4 beds,3 ,,"$399,999"
2292,"535 W THOMAS Road 208, Phoenix, AZ 85013","1,356 sq.ft.",2 beds,2 ,,"$390,000"
2293,"4402 S 35TH Avenue 11, Phoenix, AZ 85041",,,,,"$3,100,000"
2294,"42008 N Astoria Way, Anthem, AZ 85086","3,364 sq.ft.",4 beds,4 ,,"$850,000"
2295,"2323 N CENTRAL Avenue 1902, Phoenix, AZ 85004","1,398 sq.ft.",2 beds,2 ,,"$480,000"
2296,"4708 E PORTLAND Street, Phoenix, AZ 85008",880 sq.ft.,2 beds,1 ,,"$184,850"
2297,"16618 N 1st Drive 114, Phoenix, AZ 85023","1,152 sq.ft.",2 beds,2 ,,"$49,000"
2298,"1142 E BEVERLY Lane, Phoenix, AZ 85022","3,226 sq.ft.",5 beds,3 ,,"$799,000"
2299,"3622 S 71ST Lane, Phoenix, AZ 85043","2,366 sq.ft.",4 beds,3 ,,"$435,000"
2300,"26133 N 52ND Avenue, Phoenix, AZ 85083","2,448 sq.ft.",3 beds,3 ,,"$729,900"
2301,"2239 W DANBURY Road, Phoenix, AZ 85023","1,935 sq.ft.",6 beds,2 ,,"$560,000"
2302,"3727 W Altadena Ave, Phoenix, AZ 85029",,3 beds,2 ,,"$374,900"
2303,"30 N 20TH Street 1, Phoenix, AZ 85034",,,,,"$1,100,000"
2304,"1950 E ADAMS Street 24, 33, Phoenix, AZ 85034",,,,,"$400,000"
2305,"4750 N CENTRAL Avenue C6, Phoenix, AZ 85012",702 sq.ft.,1 beds,1 ,,"$130,000"
2306,"110 W Missouri Avenue 23, Phoenix, AZ 85013","1,552 sq.ft.",3 beds,2 ,,"$499,500"
2307,"1298 E Dove Valley Road -, Phoenix, AZ 85085",,,,,"$192,900"
2308,"7601 W OSBORN Road, Phoenix, AZ 85033","2,295 sq.ft.",4 beds,2 ,,"$394,500"
2309,"3202 N MANOR Drive W, Phoenix, AZ 85014","3,772 sq.ft.",4 beds,5 ,,"$2,450,000"
2310,"2528 W MORSE Drive, Anthem, AZ 85086","2,575 sq.ft.",4 beds,3 ,,"$650,000"
2311,"1908 W OREGON Avenue, Phoenix, AZ 85015","1,460 sq.ft.",3 beds,2 ,,"$359,900"
2312,"2010 E MYRTLE Avenue N 10, Phoenix, AZ 85020",,,,,"$1,350,000"
2313,"2010 E MYRTLE Avenue, Phoenix, AZ 85020","1,038 sq.ft.",2 beds,1 ,,"$1,350,000"
2314,"2276 E MERCER Lane, Phoenix, AZ 85028","2,883 sq.ft.",4 beds,3 ,,"$1,249,000"
2315,"3911 N 13TH Way, Phoenix, AZ 85014","1,256 sq.ft.",3 beds,2 ,,"$539,000"
2316,"2929 W YORKSHIRE Drive 2124, Phoenix, AZ 85027","1,019 sq.ft.",2 beds,2 ,,"$275,000"
2317,"12231 N 21ST Avenue 1, Phoenix, AZ 85029",999 sq.ft.,2 beds,2 ,,"$244,995"
2318,"4211 E Palm Lane #202 --, Phoenix, AZ 85008",893 sq.ft.,2 beds,2 ,,"$234,000"
2319,"1009 N 27th Street 119, Phoenix, AZ 85008",,,,,"$178,500"
2320,"18416 N CAVE CREEK Road 3050, Phoenix, AZ 85032",748 sq.ft.,1 beds,1 ,,"$255,500"
2321,"2642 N 43RD Avenue D, Phoenix, AZ 85009","1,106 sq.ft.",3 beds,1 ,,"$190,000"
2322,"3329 E FLOWER Street, Phoenix, AZ 85018","2,783 sq.ft.",4 beds,3 ,,"$1,119,000"
2323,"3550 E EDNA Avenue, Phoenix, AZ 85032","1,157 sq.ft.",3 beds,2 ,,"$499,900"
2324,"4260 N 19TH Avenue N, Phoenix, AZ 85015","1,448 sq.ft.",,,,"$465,000"
2325,"40779 N CITRUS CANYON Trail, Phoenix, AZ 85086","1,638 sq.ft.",3 beds,2 ,,"$489,999"
2326,"4750 N CENTRAL Avenue S5, Phoenix, AZ 85012",442 sq.ft.,1 beds,1 ,,"$140,000"
2327,"2342 E DELGADO Street, Phoenix, AZ 85022","1,702 sq.ft.",3 beds,2 ,,"$484,000"
2328,"2614 W DESERT HILLS ESTATE Drive, Phoenix, AZ 85086","3,038 sq.ft.",4 beds,4 ,,"$1,240,000"
2329,"16622 S 27TH Avenue, Phoenix, AZ 85045","3,303 sq.ft.",5 beds,3 ,,"$649,000"
2330,"1233 S 16TH Avenue, Phoenix, AZ 85007","1,750 sq.ft.",4 beds,2 ,,"$460,000"
2331,"6767 N 7th Street Unit 215, Phoenix, AZ 85014","1,275 sq.ft.",2 beds,,,"$299,000"
2332,"332 E TUCKEY Lane, Phoenix, AZ 85012","6,086 sq.ft.",6 beds,8 ,,"$3,595,000"
2333,"1717 E MORTEN Avenue 59, Phoenix, AZ 85020","1,735 sq.ft.",3 beds,3 ,,"$700,000"
2334,"41313 N ROLLING GREEN Way, Anthem, AZ 85086","1,484 sq.ft.",2 beds,2 ,,"$534,900"
2335,"1540 E SHARON Drive, Phoenix, AZ 85022","3,900 sq.ft.",4 beds,4 ,,"$1,350,000"
2336,"7 W DESERT HILLS Drive, Phoenix, AZ 85086","2,915 sq.ft.",4 beds,3 ,,"$945,000"
2337,"8 BILTMORE Estate 107, Phoenix, AZ 85016","1,726 sq.ft.",2 beds,2 ,,"$1,145,000"
2338,"3532 N 63RD Avenue, Phoenix, AZ 85033",910 sq.ft.,3 beds,2 ,,"$325,000"
2339,"103 E QUARTZ ROCK Road, Phoenix, AZ 85085","3,200 sq.ft.",4 beds,4 ,,"$1,400,000"
2340,"528 W SAN JUAN Avenue, Phoenix, AZ 85013","2,415 sq.ft.",5 beds,3 ,,"$700,000"
2341,"4027 W CAMELBACK Road, Phoenix, AZ 85019","2,324 sq.ft.",,,,"$300,000"
2342,"16602 N 25TH Street 215, Phoenix, AZ 85032",825 sq.ft.,2 beds,2 ,,"$205,999"
2343,"W Carefree Highway -, Phoenix, AZ 85085",,,,,"$1,043,000"
2344,"3021 E SHANGRI LA Road, Phoenix, AZ 85028","2,310 sq.ft.",3 beds,2 ,,"$699,995"
2345,"2439 W DIANA Avenue, Phoenix, AZ 85021","1,360 sq.ft.",3 beds,2 ,,"$370,000"
2346,"2413 N 21ST Avenue, Phoenix, AZ 85009","1,126 sq.ft.",3 beds,2 ,,"$369,900"
2347,"8513 S 10TH Lane 22, Phoenix, AZ 85041","3,063 sq.ft.",4 beds,5 ,,"$1,240,000"
2348,"4438 N 27th Street 18, Phoenix, AZ 85016","2,154 sq.ft.",3 beds,3 ,,"$724,000"
2349,"2805 N 13TH Avenue, Phoenix, AZ 85007","2,148 sq.ft.",4 beds,2 ,,"$739,900"
2350,"3630 W RIVERA Drive 3, New River, AZ 85087",,,,,"$649,000"
2351,"351 E THOMAS Road D208, Phoenix, AZ 85012","1,620 sq.ft.",2 beds,2 ,,"$360,000"
2352,"2402 E. Esplanade LN. #202, Phoenix, AZ 85016","3,542 sq.ft.",2 beds,,,"$1,796,000"
2353,"11026 N 42ND Street, Phoenix, AZ 85028","2,714 sq.ft.",4 beds,4 ,,"$1,250,000"
2354,"4114 E DESERT COVE Avenue, Phoenix, AZ 85028","2,231 sq.ft.",4 beds,2 ,,"$1,050,000"
2355,"3515 W SAINT MORITZ Lane, Phoenix, AZ 85053","1,852 sq.ft.",3 beds,2 ,,"$485,000"
2356,"3102 E WHITTON Avenue, Phoenix, AZ 85016","1,534 sq.ft.",3 beds,2 ,,"$619,900"
2357,"17017 N 12th St  2110, Phoenix, AZ 85022",,2 beds,2 ,,"$279,000"
